constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.0, -5, -5, -5], [3.0, 5, 5, 5], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective:  [0]
Optimizer(): evals/step: 100
Optimizer(): numParams: 4 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP Disabled , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Linear  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  3  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  0.000000  0.000000  0.000000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score       p00w00    p00w01    p00w02    p00w03       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
    48       47.95      0.60625  -1.09558   4.03275  -0.28591        87.86     71.55     45.76      3.95      2.17     58.23     54.34     60.60     88.43      6.65 
    49       35.08      0.99931  -0.95587   4.92953   1.00177        66.64     35.17     23.94     -5.79     -7.44     65.99     44.31     59.90     64.11      3.98 
    50       41.66      0.42991  -1.03870   2.95133  -0.60115        92.68     83.97     71.88     11.36    -16.61      7.94      8.10     58.01     87.71     11.54 
     1       53.42      0.77000   0.00000   0.00000   0.00000        87.62     73.36     76.34     14.99     11.00     37.31     55.35     58.03     88.89     31.28 
     2        2.06      0.49681  -2.21184  -0.66096  -0.66243        49.82     -4.77     53.08     -8.11    -62.28      1.45      3.46      6.81    -31.01     12.14 
     3       38.99      0.89751  -1.27696  -0.74575   0.86914        80.20     58.08     50.32      9.52    -10.78     69.39     58.03     56.88      6.84     11.43 
     4       -0.00      0.26359  -2.06084  -0.44813  -0.98155        54.20      5.16     15.46     -0.08    -55.72     -1.91      1.60      7.04    -39.26     13.48 
     5       -3.99      0.04341  -3.42288  -0.32874  -0.59431        43.20      1.15      5.56     -7.68    -53.11      0.37     -0.96      2.78    -48.93     17.75 
     6       10.68      0.62174  -4.36786   0.83665  -1.16629        66.80      4.01     69.98     -6.88     -5.06     -2.63     -1.38     15.65    -46.85     13.15 
     7       24.60      1.34434  -2.82037   2.41492  -3.11765        90.62     86.05     73.20     33.25     16.22     -5.25    -12.83     18.59    -42.48    -11.35 
     8       28.83      0.67403  -1.48206   4.20672  -3.27501        82.98     86.81     68.24     35.23      0.44     -4.61    -14.93     14.53      6.04     13.53 
     9       25.14      1.23661  -2.55864   2.12996  -4.25347        84.62     94.71     64.02     46.16      6.00     -4.37    -10.37     15.32    -41.09     -3.59 
    10        7.89      0.90108  -3.57083  -0.10921  -3.33698        76.06     -8.00     63.18      6.21    -52.00     -2.75      0.92     13.21    -31.28     13.35 
    11        9.84      1.41624  -2.54574  -2.48276  -3.57154        73.18     31.49     47.36     -0.51    -55.17     -2.91      5.00     14.33    -25.36     10.99 
    12        6.19      1.99973  -4.26814  -3.63950  -4.99455        76.18      7.84     52.08     -6.56    -58.17     -0.36      4.56     15.34    -43.06     14.02 
    13        5.58      1.41044  -2.15570  -3.16686  -4.05473        57.86     32.84     37.34     -1.95    -54.06      0.53     -0.37      8.68    -39.59     14.48 
    14       16.61      1.66605  -3.41593  -1.55682  -1.88121        81.80     69.63     75.58     -2.24    -50.06     -2.04      0.65     14.57    -38.23     16.43 
    15       20.27      2.20822  -3.57212  -1.53628  -3.97055        92.72     93.32     78.22      8.37    -56.11     -3.52     -4.40     14.19    -36.25     16.15 
    16       20.40      2.28288  -3.06009  -1.89547  -4.96730        91.50     85.87     69.56     19.87    -50.00     -4.60     -7.57     15.29    -28.73     12.81 
    17       25.91      2.60179  -3.05243   0.06994  -4.59156        88.46     89.13     74.12     27.55     14.44     -6.45    -16.97     13.20    -41.02     16.61 
    18       26.87      2.98610  -4.84240   1.27410  -3.89491        84.52     84.56     63.36     38.64      9.78     -6.92    -18.75     40.99    -43.05     15.56 
    19       25.14      2.56377  -3.17156  -0.12421  -4.66160        81.88     88.72     67.24     31.31     12.11     -6.87    -16.28     11.82    -34.97     16.48 
    20       21.37      2.35074  -4.91118  -1.11230  -4.31902        89.30     86.96     78.10      9.28    -60.00     -3.36     -0.61     15.01    -18.12     17.17 
    21       21.91      2.28256  -3.46180  -1.41991  -3.09381        92.06     91.77     81.14     33.39    -49.94     -3.68     -7.17     16.81    -50.45     15.13 
    22       21.79      2.82376  -4.97762  -2.80143  -1.61923        86.72     92.61     73.22      4.99    -55.72     13.47     -1.20     39.36    -50.87     15.36 
    23       18.17      2.40169  -3.60639  -3.76698  -2.56157        90.64     90.11     72.28    -12.32    -50.44     -4.93      2.48     17.01    -37.18     14.01 
    24       20.02      2.70537  -4.67836  -1.86464  -3.90683        92.36     88.71     78.40     18.03    -60.72     -6.92      0.06     14.03    -36.72     12.98 
    25       22.40      2.80369  -3.04298  -2.15170  -2.28677        86.08     83.55     66.64     35.73    -58.00     -2.84    -16.89     38.87    -21.83     12.67 
    26       29.80      2.81669  -1.27820  -2.63752  -2.27168        89.56     76.45     69.62     39.57    -63.89      0.09     29.58     40.93      2.56     13.49 
    27       45.33      2.98921  -0.93888  -3.00040  -1.41482        89.42     65.52     65.64     28.88    -45.61     44.96     44.29     58.47     88.53     13.22 
    28       45.15      2.77516   0.63495  -2.10826  -2.10708        84.50     62.69     74.96     22.24     13.17      3.74     32.52     53.06     90.74     13.88 
    29       44.18      2.82736   0.97766  -0.79482  -3.98897        91.80     71.83     70.02     37.17     19.17     -8.64     25.25     28.93     89.07     17.20 
    30       41.93      2.57056  -0.08960   0.99409  -3.51795        86.10     72.33     71.94     33.41     -3.50     -6.17     26.17     42.92     85.50     10.63 
    31       40.22      2.19104   0.27571   2.00371  -4.10949        90.34     77.53     66.34     26.80     -3.22     -6.52     25.75     27.21     88.42      9.51 
    32       37.11      2.01255  -1.26200   3.67831  -4.82922        89.12     82.47     74.28     33.87      1.11     -7.24    -18.70     18.73     90.09      7.41 
    33       39.72      2.44415   0.07745   4.10632  -3.20970        81.02     67.83     56.38     10.83      2.61      0.14     26.26     56.80     87.95      7.40 
    34       43.85      2.62101  -0.84663   3.17130  -3.98376        84.98     77.00     63.90     34.13      5.89     -9.92     29.22     51.98     89.93     11.38 
    35       40.78      2.66755  -0.73905   3.44695  -4.82769        84.66     74.88     67.84     28.56     -3.39     -9.08     25.80     39.65     90.42      8.43 
    36       40.56      2.84188  -0.55563   4.67070  -3.22347        81.24     61.77     51.32     12.99     -4.28     23.20     24.14     59.82     89.28      6.09 
    37       45.30      2.86149  -2.05869   3.33103  -2.14323        78.14     60.04     51.86     12.77      4.72     51.20     34.22     61.09     89.65      9.27 
    38       41.12      2.94752  -1.07851   4.10327  -1.91687        73.32     47.36     35.14     10.69      2.89     51.93     33.89     61.83     86.49      7.62 
    39       31.30      2.81912  -3.37203   4.07075  -3.79989        82.66     75.16     58.56     34.67      3.44     -7.20     -1.18     55.47      1.28     10.10 
    40       44.36      2.69144  -1.78889   3.77596  -1.94504        77.32     59.53     42.00     12.61      1.28     49.29     38.42     61.67     91.83      9.69 
    41       38.81      2.56950  -0.10695   4.62595  -3.52580        81.96     67.08     55.52      9.73     -1.33     -2.85     24.40     58.65     87.94      6.97 
    42       43.75      2.56293  -2.61665   3.04276  -0.68783        70.08     49.61     29.78      6.29      9.56     63.68     48.47     60.40     90.21      9.44 
    43       40.62      2.83052  -3.91123   3.53561  -0.16431        62.40     39.53     27.34      9.15      6.00     57.05     48.13     58.25     87.36     10.97 
    44       36.53      2.54480  -3.17465   2.72475   1.15122        49.22     34.43     22.60      6.91     -4.67     53.52     42.72     58.65     91.32     10.59 
    45       39.09      2.52700  -3.65974   2.68759   0.83818        58.70     32.96     21.62     12.03      7.61     56.27     46.79     55.76     87.92     11.26 
    46       38.00      2.88105  -3.82630   3.58313  -0.14157        52.72     40.84     21.52      4.43     -0.83     56.28     46.42     59.15     89.71      9.75 
    47       25.87      2.81071  -4.40648   3.85518  -0.17815        55.12     45.41     26.22      2.37     -2.78     54.48     52.89     60.11    -46.56     11.40 
    48       39.51      2.42679  -3.60096   2.95157   0.45223        56.30     40.01     27.96      0.91      1.61     58.32     50.95     59.40     88.29     11.31 
    49       44.14      2.34875  -3.65017   4.26074  -0.92331        72.50     60.67     31.18      8.37      3.39     62.02     44.87     59.69     88.27     10.40 
    50       29.30      2.32253  -4.44497   3.38735  -1.12933        75.58     70.27     37.94      3.55     -1.17     62.48      0.33     62.46    -43.25     24.77 
     1       52.79      0.77000   0.00000   0.00000   0.00000        90.08     70.24     69.84     22.37      7.50     39.69     51.28     57.81     88.43     30.71 
     2       35.47      1.46934  -1.33456  -0.83852   0.19902        81.36     61.83     51.40      9.44     -7.67     66.78     55.83     59.24    -38.35     14.86 
     3       13.77      0.21635  -2.36587   1.21664  -0.02373        61.60      1.32     78.00    -10.56     -8.56      5.36      1.64     31.73    -36.10     13.26 
     4       38.74      0.91402  -2.87610   2.92788   1.41480        63.66     45.45     27.22      1.39      0.28     72.22     64.26     58.36     40.86     13.73 
     5       24.04      0.28841  -4.27012   2.27163   3.14981        53.96     36.47     22.38      7.33      2.17     75.02      5.81     57.69    -32.65     12.27 
     6       21.87      0.40808  -4.27567   0.11793   4.29015        44.82     30.44     15.02      2.61      0.11     66.84      3.70     56.66    -24.29     22.77 
     7       31.11      0.66648  -3.06987   2.47653   2.79506        49.44     31.31     18.68      4.00     -8.11     65.05     33.95     58.93     44.23     13.59 
     8       41.45      0.51534  -0.73902   4.42247   0.87286        72.54     42.03     32.70      4.85     -0.33     74.14     52.22     59.93     70.88      5.58 
     9       28.37      0.33565   1.30581   3.29839   3.22093        48.86     22.25     19.68     -4.24      3.00     65.17     29.78     58.05     37.12      4.01 
    10       39.93      0.32115  -0.87304   3.66270   1.72287        68.06     33.73     28.28      8.29     -0.78     76.14     52.67     58.22     67.97      6.74 
    11       31.86      0.49688   0.05517   4.72272   2.06388        54.28     26.07     23.28      2.61     -1.50     67.05     39.49     58.17     46.40      2.71 
    12       34.93      0.54939   0.07130   3.69218   1.89673        61.58     31.59     25.18     -2.53     10.56     68.51     38.99     60.61     50.55      4.22 
    13       26.15      1.05179   0.47583   1.94338   3.69269        42.46     20.12     18.26     -1.76      0.89     58.72     26.12     54.87     38.99      2.86 
    14       28.08      1.56057  -0.50407   3.30024   2.93139        46.58     24.59     15.18      3.01      5.39     56.64     28.69     53.02     42.68      4.98 
    15       26.44      1.77270  -0.50872   3.42332   2.49116        46.52     22.15     16.12     -2.05     -6.39     55.82     29.21     54.37     44.05      4.64 
    16       22.80      1.64864   0.94077   3.99342   3.27375        38.26     20.88     11.52     -1.65     -4.00     52.41     25.07     47.73     33.86      3.93 
    17       19.19      1.90136   2.25408   3.68367   4.90306        30.00     16.19     15.10     -4.61      5.83     43.17     17.70     40.44     26.73      1.40 
    18       19.41      2.56120   3.88358   1.64378   4.94027        35.98     17.79     13.24      1.39      5.00     40.02     14.01     37.57     24.57      4.57 
    19       20.54      2.38848   2.91801   0.49539   4.64215        31.66     18.13     13.46     -0.35      5.00     44.59     18.86     42.39     27.19      4.41 
    20       20.64      1.82050   4.20771   2.11367   4.73539        33.36     20.77     10.30     -2.19      2.67     48.14     18.59     43.51     27.01      4.19 
    21       22.33      2.28298   4.36844   0.54365   3.73589        35.68     19.13     17.90      6.64     -0.44     47.17     18.84     45.73     28.29      4.40 
    22       21.70      2.13815   4.34672   2.45733   3.57971        36.88     20.37     13.06      4.56      1.61     46.76     20.11     42.96     24.95      5.70 
    23       24.54      2.39518   3.15492   3.17047   1.81967        42.96     21.47     17.00      3.47      7.56     48.79     20.30     49.73     30.10      3.99 
    24       29.90      2.72031   1.25406   3.06125   0.08170        57.90     26.21     28.04      5.17     -5.00     57.93     24.36     58.32     42.49      3.55 
    25       31.72      2.62567   0.46334   3.13300   0.26149        58.60     31.60     24.22      9.73      1.17     55.16     28.10     57.10     47.78      3.77 
    26       24.61      2.78796   0.82514   4.82712   1.14026        42.04     26.72     16.48      1.55     -1.78     49.87     20.13     48.17     37.46      5.43 
    27       27.22      2.87150   1.66561   4.84460  -0.29444        55.30     24.41     19.74     -3.17      2.17     53.14     23.86     54.72     38.04      3.98 
    28       24.34      2.63918   3.05426   3.93335   0.94965        49.98     19.44     16.02     -0.27      2.06     51.58     19.17     50.29     31.50      3.64 
    29       32.14      2.19532   3.28182   2.50087  -0.26237        65.04     29.11     31.90     -1.33      5.28     63.52     24.63     59.88     38.45      4.98 
    30       27.84      2.60768   4.07184   0.82241   1.31416        53.18     21.87     26.48      4.61      4.56     53.21     23.73     54.87     31.53      4.40 
    31       36.34      1.71631   2.75325   3.17216  -1.85992        87.76     54.71     54.76      2.05     -2.11     21.44     29.10     58.98     52.42      4.31 
